bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
7762;1;0;0;0.304243;48.453399;0;1;0;380;2;1.1;0.9
7829;1;-114.36;30.04;0;0;0;1;0;220;2;1.1;0.9
7960;2;0;0;0;0;0;1;0;380;2;1.1;0.9
8103;1;39.34;-10.7;0;0;0;1;0;150;2;1.1;0.9
8179;1;0;0;0.194464;19.1468;0;1;0;380;2;1.1;0.9
8181;1;0;0;0.210824;6.620599;0;1;0;380;2;1.1;0.9
8229;1;0;0;0;0;0;1;0;150;2;1.1;0.9
8329;1;0;0;0.149712;2.04987;0;1;0;380;2;1.1;0.9
8335;1;637.92;139.57;0;0;0;1;0;150;2;1.1;0.9
8420;1;0;0;0;0;0;1;0;150;2;1.1;0.9
8574;1;0;0;0.447839;20.994738;0;1;0;380;2;1.1;0.9
8581;1;-1299.13;-140.85;0;0;0;1;0;380;2;1.1;0.9
8605;2;0;0;0;0;0;1;0;380;2;1.1;0.9
8847;1;0;0;0.18076;-0.881251;0;1;0;380;2;1.1;0.9
8921;1;0;0;0;16.37;0;1;0;380;2;1.1;0.9
8964;1;925.91;147.97;0;0;0;1;0;150;2;1.1;0.9
9024;1;0;0;0.141019;25.246;0;1;0;380;2;1.1;0.9
9025;1;0;0;0.205903;3.0768;0;1;0;380;2;1.1;0.9
9064;1;0;0;0;15.26;0;1;0;380;2;1.1;0.9
9192;1;17.92;23.3;0;0;0;1;0;150;2;1.1;0.9
9239;2;0;0;0;0;0;1;0;380;2;1.1;0.9
